Education,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,nb_enf,situation_couple
PhD,48799.0,174,18,81,28,6,24,1.0,1.0,0.0,2.0,1.0,0,59,1,celib
PhD,52157.0,189,2,29,3,2,40,0.0,1.0,0.0,1.0,1.0,0,72,1,couple
Graduation,66565.0,747,10,161,65,40,42,1.0,1.0,0.0,2.0,2.0,0,60,1,celib
Master,29298.0,6,0,2,2,0,1,0.0,0.0,0.0,0.0,1.0,0,71,2,couple
Graduation,47691.0,14,0,3,0,0,4,0.0,0.0,0.0,0.0,1.0,0,43,1,celib
Graduation,38200.0,12,0,4,0,0,1,0.0,0.0,0.0,0.0,1.0,0,52,2,couple
Graduation,44989.0,98,0,106,49,10,106,1.0,1.0,0.0,1.0,1.0,0,48,1,couple
PhD,38443.0,32,0,5,0,0,1,0.0,0.0,0.0,1.0,2.0,0,54,2,couple
2n Cycle,38593.0,51,12,49,17,24,24,1.0,1.0,0.0,1.0,2.0,0,44,1,celib
PhD,64413.0,200,5,44,0,10,20,0.0,1.0,0.0,1.0,1.0,0,52,1,couple
Master,36959.0,25,6,25,6,0,0,0.0,0.0,0.0,1.0,2.0,0,41,1,couple
PhD,61996.0,1050,12,144,0,0,24,1.0,1.0,1.0,2.0,1.0,0,45,1,couple
Graduation,51287.0,117,0,22,13,0,30,1.0,1.0,0.0,1.0,2.0,0,54,2,couple
Graduation,13260.0,9,4,17,10,2,7,1.0,1.0,0.0,1.0,2.0,0,52,2,couple
PhD,47472.0,56,0,11,0,0,8,0.0,0.0,0.0,1.0,1.0,0,56,2,couple
Master,54603.0,145,13,46,17,2,4,1.0,1.0,0.0,1.0,2.0,0,66,2,couple
PhD,45207.0,203,0,10,0,0,2,1.0,1.0,0.0,1.0,1.0,0,48,2,couple
2n Cycle,47821.0,9,0,16,6,6,10,0.0,0.0,0.0,1.0,2.0,0,55,2,couple
Master,27450.0,37,12,23,8,11,52,0.0,0.0,0.0,1.0,2.0,0,71,0,couple
Graduation,39453.0,46,0,7,0,0,2,0.0,0.0,0.0,1.0,1.0,0,39,1,couple
2n Cycle,26850.0,31,1,13,7,2,9,1.0,0.0,0.0,1.0,1.0,0,51,2,couple
Graduation,79800.0,1060,21,530,32,0,224,0.0,1.0,2.0,1.0,1.0,0,67,0,celib
Master,61794.0,264,47,188,54,47,11,0.0,1.0,1.0,2.0,0.0,0,61,1,couple
Graduation,53863.0,399,4,30,6,4,30,1.0,2.0,0.0,2.0,2.0,0,67,1,couple
Graduation,24221.0,8,9,9,2,5,22,0.0,0.0,0.0,1.0,1.0,0,63,0,couple
PhD,39684.0,19,0,35,6,4,17,0.0,0.0,0.0,0.0,1.0,1,38,1,celib
Master,92163.0,817,183,797,106,163,20,0.0,1.0,2.0,1.0,0.0,0,47,0,couple
Master,69882.0,292,127,635,132,127,165,0.0,1.0,2.0,2.0,0.0,0,57,0,celib
Graduation,33178.0,12,6,2,11,2,16,0.0,0.0,0.0,1.0,1.0,0,45,1,couple
PhD,59973.0,130,30,168,20,34,0,0.0,1.0,1.0,2.0,0.0,0,50,0,couple
Master,17459.0,6,4,16,3,10,30,1.0,1.0,0.0,0.0,2.0,0,47,1,couple
Graduation,23910.0,16,12,18,7,1,13,0.0,0.0,0.0,1.0,1.0,0,53,1,celib
Master,42169.0,19,0,9,0,0,2,0.0,0.0,0.0,1.0,2.0,0,53,2,couple
2n Cycle,26224.0,4,7,15,13,9,15,1.0,0.0,0.0,1.0,1.0,0,44,1,couple
Graduation,31089.0,31,3,31,2,8,4,1.0,1.0,0.0,1.0,2.0,0,41,1,couple
Graduation,30081.0,36,0,2,0,0,4,0.0,0.0,0.0,1.0,2.0,0,61,1,celib
Graduation,62807.0,526,28,135,10,21,99,1.0,1.0,1.0,2.0,1.0,0,62,1,couple
Graduation,72906.0,400,32,519,71,75,54,0.0,1.0,1.0,2.0,0.0,0,67,0,celib
PhD,61467.0,410,16,114,0,5,49,1.0,1.0,0.0,2.0,1.0,0,74,2,couple
Master,49618.0,80,3,26,4,2,14,1.0,1.0,0.0,1.0,1.0,0,56,2,couple
Master,21888.0,88,10,46,2,3,64,1.0,1.0,0.0,0.0,2.0,0,36,1,celib
Graduation,26150.0,5,1,13,3,5,1,0.0,0.0,0.0,1.0,2.0,0,66,3,celib
Basic,30801.0,8,4,5,15,2,11,0.0,0.0,0.0,1.0,1.0,0,47,1,couple
Graduation,81168.0,410,0,592,147,22,22,0.0,1.0,1.0,2.0,1.0,0,57,0,couple
Master,26877.0,101,13,76,20,18,40,0.0,1.0,0.0,1.0,1.0,0,53,0,celib
Master,45006.0,162,25,53,16,0,10,0.0,1.0,0.0,2.0,1.0,0,78,0,celib
Basic,18978.0,2,8,1,4,7,15,0.0,0.0,0.0,1.0,2.0,0,49,1,couple
PhD,48240.0,389,91,248,64,49,41,1.0,1.0,1.0,3.0,1.0,0,53,0,celib
Graduation,45837.0,215,13,87,17,17,24,1.0,1.0,0.0,1.0,2.0,0,48,2,couple
Master,35791.0,27,0,5,0,0,3,0.0,0.0,0.0,1.0,2.0,0,57,3,celib
Graduation,54162.0,5,6,10,6,5,10,0.0,0.0,0.0,1.0,1.0,0,44,2,celib
Master,30522.0,179,8,83,19,11,26,1.0,0.0,0.0,2.0,0.0,0,62,1,couple
PhD,54456.0,352,0,27,10,0,15,1.0,1.0,0.0,2.0,1.0,0,61,1,couple
Graduation,31632.0,17,8,12,11,15,32,0.0,0.0,0.0,0.0,2.0,0,51,0,celib
Graduation,72298.0,625,35,169,58,17,35,0.0,1.0,1.0,1.0,0.0,0,73,0,celib
2n Cycle,36975.0,10,6,11,0,4,2,0.0,0.0,0.0,1.0,2.0,0,44,1,celib
2n Cycle,72635.0,390,22,323,104,35,107,0.0,1.0,2.0,1.0,1.0,0,67,0,couple
Graduation,13624.0,10,2,15,2,1,6,0.0,0.0,0.0,1.0,1.0,0,46,1,couple
Graduation,84196.0,215,63,507,231,31,190,0.0,2.0,1.0,2.0,1.0,0,47,1,celib
Graduation,70971.0,1001,17,572,93,125,17,1.0,2.0,2.0,1.0,1.0,0,62,1,couple
PhD,34487.0,19,18,33,24,1,8,1.0,1.0,0.0,1.0,2.0,0,45,2,celib
Graduation,28769.0,41,5,129,10,3,3,1.0,1.0,0.0,1.0,2.0,0,45,1,celib
PhD,69084.0,1181,107,199,39,30,30,0.0,2.0,1.0,3.0,2.0,0,52,1,couple
PhD,65488.0,603,45,207,36,18,54,0.0,1.0,1.0,2.0,0.0,0,64,0,couple
2n Cycle,32218.0,10,24,15,13,1,30,0.0,0.0,0.0,1.0,2.0,0,62,0,celib
Graduation,83917.0,514,22,732,42,198,79,0.0,1.0,2.0,2.0,1.0,0,49,0,celib
Graduation,46102.0,14,0,1,0,0,1,0.0,0.0,0.0,0.0,2.0,0,60,3,celib
Graduation,84574.0,387,20,713,38,54,163,0.0,2.0,2.0,2.0,1.0,0,70,0,celib
Graduation,56181.0,121,103,69,8,44,48,0.0,1.0,0.0,1.0,1.0,0,60,1,couple
Master,63120.0,965,69,279,54,41,69,1.0,2.0,1.0,2.0,1.0,0,72,1,celib
Graduation,73691.0,707,21,250,85,43,73,0.0,1.0,0.0,2.0,0.0,0,51,1,couple
PhD,76140.0,586,66,653,17,0,26,0.0,1.0,2.0,1.0,0.0,0,74,0,couple
PhD,62859.0,1063,89,102,16,12,25,1.0,2.0,1.0,1.0,1.0,0,63,1,celib
Graduation,45906.0,305,3,27,4,3,144,0.0,1.0,1.0,1.0,1.0,0,58,1,celib
Master,77632.0,1200,105,758,0,42,147,0.0,1.0,0.0,1.0,0.0,0,75,0,couple
PhD,46463.0,163,2,40,8,11,11,2.0,1.0,0.0,1.0,1.0,0,51,2,couple
Graduation,105471.0,1009,181,104,202,21,207,0.0,2.0,2.0,3.0,1.0,0,52,0,couple
Master,55282.0,125,6,73,8,4,19,0.0,1.0,0.0,1.0,1.0,0,52,1,celib
Master,78710.0,721,0,152,119,50,50,1.0,2.0,1.0,3.0,1.0,0,45,1,couple
Graduation,66886.0,315,4,62,41,31,146,0.0,2.0,0.0,2.0,1.0,0,64,1,couple
Master,98777.0,1000,19,711,125,115,38,0.0,1.0,1.0,2.0,0.0,0,62,0,celib
Graduation,29103.0,16,0,17,6,3,6,0.0,0.0,0.0,1.0,2.0,0,37,1,couple
Graduation,67445.0,757,80,217,29,80,11,1.0,2.0,1.0,2.0,1.0,0,48,1,couple
PhD,50616.0,30,2,25,0,1,9,0.0,0.0,0.0,1.0,0.0,0,72,1,couple
Graduation,49431.0,219,3,100,26,0,17,0.0,1.0,0.0,1.0,2.0,0,67,1,celib
Graduation,61278.0,111,3,28,2,6,15,0.0,1.0,0.0,1.0,1.0,0,69,1,couple
PhD,73059.0,410,112,420,0,82,71,0.0,2.0,1.0,3.0,1.0,0,75,1,couple
PhD,46734.0,100,1,39,6,1,76,1.0,1.0,0.0,1.0,1.0,0,56,3,celib
Graduation,56253.0,509,0,65,7,11,5,1.0,1.0,0.0,2.0,1.0,0,59,1,couple
Graduation,58330.0,445,53,213,104,98,151,0.0,1.0,1.0,3.0,1.0,0,47,1,celib
Basic,25965.0,2,2,11,41,7,11,0.0,0.0,0.0,1.0,2.0,0,42,0,couple
Master,14661.0,4,1,11,6,2,2,0.0,0.0,0.0,1.0,1.0,0,66,0,couple
Graduation,18690.0,6,1,7,23,4,19,0.0,0.0,0.0,0.0,2.0,0,63,0,couple
PhD,45068.0,14,0,3,0,0,3,0.0,0.0,0.0,0.0,2.0,0,48,1,couple
Basic,21063.0,1,10,11,19,3,15,0.0,0.0,0.0,1.0,1.0,0,35,1,celib
PhD,29187.0,26,0,6,0,0,2,0.0,0.0,0.0,1.0,2.0,0,54,1,couple
2n Cycle,54690.0,111,16,37,7,9,18,1.0,1.0,0.0,1.0,1.0,0,51,2,couple
PhD,59304.0,418,61,428,80,51,10,1.0,2.0,2.0,2.0,1.0,0,58,1,couple
Master,59247.0,327,9,122,19,14,83,1.0,1.0,0.0,2.0,1.0,0,60,2,celib
Graduation,66731.0,371,159,194,58,106,141,1.0,1.0,1.0,1.0,1.0,0,52,1,celib
Graduation,77353.0,275,59,107,69,101,59,0.0,1.0,1.0,2.0,1.0,0,42,1,couple
Graduation,26751.0,1,1,5,0,3,1,0.0,0.0,0.0,0.0,2.0,0,48,2,couple
PhD,81300.0,1004,12,145,32,12,36,1.0,2.0,1.0,1.0,1.0,0,59,1,couple
Graduation,70337.0,187,81,149,25,43,91,0.0,0.0,0.0,3.0,0.0,0,43,0,celib
2n Cycle,36145.0,56,4,76,17,1,18,1.0,1.0,0.0,1.0,2.0,0,37,1,couple
PhD,65295.0,365,32,117,34,110,6,0.0,1.0,1.0,3.0,0.0,0,42,0,celib
Graduation,68118.0,595,23,123,10,23,154,0.0,2.0,2.0,1.0,1.0,0,59,1,celib
Graduation,68743.0,1132,134,384,175,134,115,0.0,2.0,1.0,3.0,1.0,0,55,0,celib
2n Cycle,41039.0,34,11,137,179,61,45,0.0,2.0,0.0,1.0,2.0,0,40,0,couple
Graduation,38946.0,116,6,82,6,6,41,0.0,1.0,0.0,1.0,1.0,0,67,1,couple
Graduation,65777.0,565,32,435,28,32,54,0.0,0.0,2.0,1.0,0.0,0,55,0,couple
PhD,66476.0,372,18,126,47,48,78,0.0,1.0,0.0,2.0,1.0,0,46,1,celib
PhD,86857.0,899,102,838,133,102,40,0.0,1.0,1.0,2.0,0.0,0,50,0,celib
PhD,77845.0,760,40,480,0,40,26,0.0,1.0,1.0,3.0,0.0,0,33,0,couple
PhD,69476.0,260,86,559,63,9,67,0.0,1.0,1.0,1.0,0.0,0,53,0,couple
PhD,50611.0,459,0,24,6,0,4,1.0,1.0,1.0,1.0,1.0,0,62,1,celib
Graduation,61209.0,466,0,224,119,49,99,0.0,1.0,1.0,1.0,0.0,0,52,0,celib
Master,42315.0,67,15,80,17,11,80,1.0,0.0,1.0,1.0,1.0,0,64,1,couple
Basic,13084.0,2,0,7,3,7,10,0.0,0.0,0.0,1.0,1.0,0,70,0,couple
Master,47570.0,67,1,20,0,2,31,1.0,0.0,0.0,0.0,2.0,0,73,2,celib
Master,61923.0,92,4,18,3,3,6,0.0,0.0,0.0,1.0,1.0,0,61,2,couple
Graduation,34824.0,4,2,11,2,0,4,0.0,0.0,0.0,0.0,1.0,0,27,0,celib
PhD,26518.0,20,1,28,3,3,2,1.0,0.0,0.0,1.0,2.0,0,73,2,celib
Graduation,45938.0,273,11,178,62,83,29,0.0,2.0,1.0,1.0,1.0,0,61,0,celib
Graduation,78468.0,434,22,388,104,22,34,0.0,2.0,2.0,2.0,1.0,0,62,0,couple
Graduation,78901.0,321,11,309,33,26,34,1.0,2.0,1.0,1.0,1.0,0,49,1,celib
Graduation,71427.0,212,123,177,15,64,23,0.0,2.0,0.0,2.0,1.0,0,44,2,couple
Graduation,71022.0,909,12,278,0,12,242,1.0,1.0,0.0,3.0,2.0,0,44,1,celib
Master,90247.0,1184,32,352,21,16,16,0.0,1.0,1.0,2.0,0.0,0,34,0,celib
Master,41335.0,112,19,21,16,14,5,1.0,1.0,0.0,1.0,2.0,0,54,1,celib
PhD,35682.0,23,0,8,6,2,18,0.0,0.0,0.0,1.0,0.0,0,52,1,celib
Graduation,43185.0,537,6,42,16,6,30,0.0,2.0,1.0,1.0,2.0,0,71,1,celib
PhD,66375.0,712,0,45,0,0,191,1.0,0.0,1.0,1.0,2.0,0,74,1,couple
Graduation,25252.0,1,3,4,2,2,6,0.0,0.0,0.0,0.0,2.0,0,36,1,couple
Master,55250.0,664,58,83,32,0,66,1.0,1.0,1.0,2.0,1.0,0,57,1,celib
Graduation,33249.0,6,10,21,19,14,42,0.0,0.0,0.0,1.0,1.0,0,47,1,celib
Graduation,58398.0,299,5,201,21,21,49,1.0,1.0,1.0,2.0,1.0,0,69,0,couple
Graduation,50272.0,99,13,66,43,8,4,1.0,1.0,0.0,1.0,2.0,0,40,1,couple
PhD,76618.0,749,40,294,121,160,147,0.0,1.0,0.0,1.0,0.0,0,47,0,couple
2n Cycle,87305.0,345,25,501,63,138,80,0.0,1.0,1.0,2.0,0.0,0,62,0,celib
Graduation,25851.0,9,4,18,7,5,5,0.0,0.0,0.0,1.0,2.0,0,44,1,couple
Graduation,58710.0,440,81,368,0,122,174,1.0,2.0,1.0,2.0,1.0,0,52,1,celib
Graduation,45160.0,8,2,5,3,0,3,0.0,0.0,0.0,0.0,2.0,0,64,2,celib
Master,74806.0,670,9,249,0,28,9,0.0,1.0,1.0,1.0,1.0,0,57,1,couple
Graduation,59111.0,524,0,134,28,28,155,0.0,2.0,0.0,2.0,2.0,0,68,0,couple
PhD,18988.0,6,0,6,2,1,1,0.0,0.0,0.0,1.0,2.0,0,38,1,couple
Graduation,72190.0,597,166,597,172,166,249,0.0,1.0,1.0,1.0,1.0,0,57,0,couple
Graduation,80395.0,445,25,706,80,76,48,0.0,1.0,1.0,3.0,0.0,0,67,0,couple
Master,75012.0,294,142,218,164,58,151,0.0,1.0,2.0,3.0,0.0,0,46,0,celib
Master,56962.0,292,3,77,10,3,26,2.0,1.0,1.0,1.0,2.0,0,57,3,couple
Graduation,89891.0,412,22,132,59,28,183,0.0,2.0,1.0,2.0,1.0,0,31,0,couple
PhD,35946.0,8,0,3,0,0,0,0.0,0.0,0.0,1.0,1.0,0,73,2,celib
PhD,53593.0,349,4,78,6,0,43,2.0,1.0,0.0,1.0,2.0,0,69,2,couple
PhD,45072.0,144,2,99,7,2,30,1.0,1.0,0.0,1.0,2.0,0,74,3,celib
Graduation,89694.0,1126,28,211,37,28,42,1.0,1.0,1.0,1.0,1.0,0,49,2,celib
Graduation,72025.0,967,0,617,43,50,0,0.0,1.0,2.0,3.0,0.0,0,73,0,couple
Graduation,67432.0,432,79,341,177,136,170,0.0,2.0,1.0,1.0,1.0,0,49,1,couple
Master,70545.0,138,39,63,55,18,21,0.0,1.0,0.0,2.0,0.0,0,70,1,couple
Basic,17487.0,0,0,1,7,4,6,0.0,0.0,0.0,0.0,2.0,0,33,1,couple
Graduation,62882.0,509,133,497,78,24,97,0.0,1.0,1.0,1.0,1.0,0,53,1,couple
PhD,64108.0,948,10,86,13,21,21,1.0,1.0,2.0,2.0,1.0,0,69,1,celib
Master,34941.0,39,2,25,4,3,24,0.0,1.0,0.0,1.0,2.0,0,66,2,couple
PhD,48767.0,28,1,21,3,0,10,1.0,0.0,0.0,1.0,1.0,0,72,3,celib
2n Cycle,38702.0,13,11,24,13,8,40,0.0,1.0,0.0,1.0,1.0,0,44,1,couple
Graduation,82224.0,307,26,360,138,31,40,0.0,1.0,2.0,1.0,1.0,0,58,0,couple
Graduation,83844.0,901,31,345,75,31,191,0.0,1.0,1.0,2.0,0.0,0,70,0,couple
2n Cycle,17003.0,2,5,12,4,8,7,1.0,0.0,0.0,1.0,1.0,0,47,1,couple
Graduation,71163.0,283,17,372,138,106,44,0.0,1.0,2.0,3.0,0.0,0,27,0,celib
Graduation,33697.0,4,3,7,0,3,11,0.0,0.0,0.0,0.0,2.0,0,52,1,celib
2n Cycle,63564.0,769,80,252,15,34,65,0.0,2.0,2.0,2.0,1.0,0,68,0,couple
PhD,83443.0,518,42,742,55,56,84,0.0,1.0,2.0,1.0,0.0,0,50,0,couple
PhD,51518.0,350,8,66,17,4,4,0.0,1.0,0.0,2.0,1.0,0,64,1,couple
Graduation,80952.0,778,178,689,41,27,44,0.0,2.0,1.0,2.0,2.0,0,53,0,couple
Graduation,75507.0,709,93,374,104,80,80,0.0,2.0,1.0,1.0,1.0,0,43,0,couple
2n Cycle,63855.0,359,35,314,93,116,89,0.0,2.0,1.0,3.0,1.0,0,44,0,couple
PhD,62220.0,799,12,375,16,12,12,1.0,1.0,1.0,1.0,1.0,0,50,1,couple
Graduation,58512.0,895,10,101,13,0,152,1.0,1.0,1.0,2.0,2.0,0,58,1,couple
Master,40662.0,40,2,23,0,4,23,0.0,0.0,0.0,1.0,1.0,0,43,1,couple
PhD,38829.0,76,0,7,0,0,16,0.0,1.0,0.0,0.0,1.0,0,63,1,couple
2n Cycle,35523.0,11,5,22,12,5,11,0.0,1.0,0.0,1.0,2.0,0,41,1,couple
Graduation,79146.0,245,16,223,21,43,16,0.0,2.0,0.0,2.0,1.0,0,55,2,celib
Master,78285.0,647,107,391,175,67,40,0.0,1.0,1.0,2.0,1.0,0,34,0,couple
PhD,31626.0,39,1,9,2,1,34,0.0,0.0,0.0,0.0,2.0,0,44,1,celib
Graduation,75127.0,203,35,305,46,17,227,0.0,0.0,3.0,1.0,0.0,0,70,0,celib
Graduation,48726.0,138,3,38,4,0,59,1.0,1.0,0.0,1.0,1.0,0,67,1,couple
Graduation,74985.0,587,51,898,247,0,86,0.0,1.0,1.0,1.0,0.0,0,45,0,couple
Graduation,67430.0,595,97,291,127,133,121,0.0,2.0,1.0,2.0,1.0,0,35,0,couple
2n Cycle,46891.0,43,12,23,29,15,61,0.0,0.0,0.0,1.0,1.0,0,57,1,couple
Master,62058.0,301,7,74,10,0,58,1.0,1.0,0.0,2.0,1.0,0,66,1,couple
Graduation,72063.0,180,32,348,76,32,90,0.0,1.0,0.0,3.0,0.0,0,43,1,couple
PhD,78939.0,794,115,243,150,0,205,0.0,2.0,1.0,1.0,1.0,0,71,0,couple
Graduation,42720.0,392,5,91,28,26,112,2.0,2.0,1.0,2.0,2.0,0,57,2,celib
Graduation,33622.0,39,1,22,3,4,12,1.0,0.0,0.0,1.0,2.0,0,50,2,couple
Graduation,41452.0,13,0,3,0,0,0,0.0,0.0,0.0,0.0,2.0,0,69,2,couple
PhD,40760.0,70,0,17,0,0,6,0.0,0.0,0.0,1.0,1.0,0,57,1,celib
PhD,74250.0,680,11,392,75,0,0,0.0,0.0,3.0,1.0,0.0,0,64,0,couple
Master,51124.0,26,1,11,0,1,4,0.0,0.0,0.0,1.0,1.0,0,67,2,celib
Graduation,72258.0,522,0,522,227,120,134,0.0,1.0,2.0,1.0,0.0,0,51,1,celib
PhD,71466.0,412,12,546,78,182,0,0.0,1.0,1.0,2.0,0.0,0,48,0,celib
Graduation,36283.0,6,5,5,8,0,5,0.0,0.0,0.0,1.0,1.0,0,46,2,couple
Graduation,20587.0,2,3,6,4,1,9,0.0,0.0,0.0,0.0,2.0,0,52,1,celib
Graduation,30467.0,1,3,8,2,5,5,0.0,0.0,0.0,0.0,2.0,0,50,1,couple
Graduation,31590.0,6,2,15,6,6,3,0.0,0.0,0.0,1.0,2.0,0,50,1,couple
Basic,20425.0,4,12,5,3,16,17,0.0,0.0,0.0,1.0,1.0,0,36,1,couple
Master,17144.0,18,2,19,0,2,6,1.0,1.0,0.0,1.0,2.0,0,62,2,couple
PhD,42564.0,324,48,186,39,18,198,1.0,1.0,2.0,1.0,1.0,0,54,1,celib
Master,43783.0,327,9,125,25,4,139,1.0,2.0,0.0,2.0,2.0,0,44,1,couple
Graduation,40780.0,229,27,71,13,3,34,1.0,1.0,0.0,1.0,2.0,0,46,1,celib
Master,62847.0,521,168,706,80,76,61,0.0,1.0,1.0,1.0,0.0,0,77,0,couple
PhD,82017.0,184,23,446,30,23,23,0.0,1.0,1.0,1.0,0.0,0,65,0,couple
Graduation,16813.0,4,8,11,12,2,13,0.0,0.0,0.0,1.0,2.0,0,72,0,celib
Graduation,51267.0,183,2,64,7,2,12,1.0,1.0,1.0,1.0,1.0,0,44,2,couple
Graduation,46524.0,31,19,35,26,14,52,0.0,0.0,0.0,1.0,1.0,0,61,1,celib
Master,45183.0,219,3,60,12,9,12,0.0,1.0,0.0,1.0,1.0,0,60,0,celib
PhD,70421.0,479,28,136,75,14,35,1.0,2.0,1.0,2.0,2.0,0,68,1,couple
2n Cycle,60161.0,584,44,212,46,8,177,1.0,2.0,1.0,2.0,2.0,0,57,1,celib
Graduation,73926.0,627,91,597,159,91,15,0.0,1.0,1.0,3.0,1.0,0,49,0,couple
Graduation,19329.0,24,1,16,12,2,5,1.0,1.0,0.0,1.0,2.0,0,54,1,couple
Master,61872.0,330,5,159,36,27,16,1.0,1.0,1.0,2.0,1.0,0,52,1,couple
Graduation,46984.0,19,1,10,2,1,8,0.0,0.0,0.0,1.0,1.0,0,66,2,celib
Graduation,34838.0,28,23,29,29,14,47,1.0,0.0,0.0,1.0,1.0,0,71,2,couple
PhD,82716.0,606,148,228,15,148,22,0.0,1.0,2.0,3.0,0.0,0,78,0,celib
Graduation,48192.0,1039,43,204,153,58,29,1.0,0.0,2.0,3.0,2.0,0,64,0,couple
Master,49681.0,411,0,26,0,0,21,1.0,2.0,0.0,2.0,2.0,0,46,2,couple
Master,56850.0,34,1,19,2,7,0,0.0,0.0,0.0,1.0,0.0,0,51,1,couple
Graduation,55267.0,161,28,136,32,3,45,1.0,1.0,1.0,1.0,1.0,0,65,1,couple
Graduation,59666.0,623,53,178,23,17,133,2.0,1.0,0.0,2.0,2.0,0,50,2,couple
Graduation,72504.0,604,26,470,123,161,94,0.0,1.0,2.0,1.0,0.0,0,50,1,celib
Graduation,26872.0,3,10,8,3,16,32,0.0,0.0,0.0,0.0,1.0,0,41,0,couple
Graduation,21359.0,12,2,17,6,1,10,0.0,0.0,0.0,1.0,2.0,0,50,1,celib
Graduation,73170.0,184,174,256,50,30,32,0.0,1.0,1.0,1.0,0.0,0,47,0,celib
Master,52750.0,393,0,239,90,69,69,1.0,1.0,1.0,2.0,1.0,0,67,1,couple
PhD,91820.0,410,73,747,76,161,30,0.0,1.0,1.0,3.0,0.0,0,36,0,couple
PhD,65968.0,376,9,83,19,4,4,0.0,1.0,1.0,2.0,1.0,0,52,1,couple
Graduation,30772.0,7,2,4,2,1,4,0.0,0.0,0.0,0.0,1.0,0,46,2,couple
Graduation,22507.0,68,0,226,51,157,68,1.0,2.0,0.0,1.0,2.0,0,68,0,celib
Graduation,65685.0,642,14,49,0,7,57,0.0,2.0,0.0,2.0,1.0,0,50,1,couple
2n Cycle,25804.0,8,7,9,13,6,12,0.0,0.0,0.0,1.0,2.0,0,44,1,couple
PhD,76412.0,840,53,804,23,71,17,0.0,1.0,1.0,2.0,1.0,0,42,0,celib
Graduation,22063.0,7,10,13,3,11,11,0.0,0.0,0.0,1.0,2.0,0,50,1,couple
Graduation,57091.0,464,5,64,7,0,37,0.0,2.0,1.0,2.0,1.0,0,61,0,celib
2n Cycle,78353.0,752,122,476,39,153,34,0.0,2.0,0.0,2.0,2.0,0,63,1,celib
Graduation,93404.0,1279,15,287,20,0,15,1.0,1.0,1.0,2.0,1.0,0,68,3,couple
Graduation,37859.0,22,1,8,2,1,2,0.0,0.0,0.0,1.0,2.0,0,60,3,celib
PhD,80995.0,860,28,409,73,56,56,0.0,2.0,2.0,1.0,1.0,0,64,1,celib
Graduation,16529.0,3,0,5,13,0,1,0.0,0.0,0.0,1.0,1.0,0,38,1,couple
PhD,55412.0,10,5,28,11,1,8,0.0,0.0,0.0,1.0,1.0,0,46,2,celib
Graduation,48789.0,351,16,156,7,5,145,0.0,1.0,1.0,1.0,1.0,0,30,0,celib
PhD,56575.0,421,5,90,0,16,10,1.0,2.0,1.0,2.0,1.0,0,55,2,couple
2n Cycle,25130.0,2,5,7,0,18,18,0.0,0.0,0.0,1.0,2.0,0,42,1,couple
Graduation,35441.0,25,1,9,2,1,1,0.0,0.0,0.0,1.0,2.0,0,55,2,couple
Graduation,71391.0,336,123,274,46,123,141,1.0,1.0,1.0,3.0,1.0,0,66,1,couple
Master,49494.0,191,9,97,0,6,82,0.0,1.0,0.0,1.0,2.0,0,50,1,celib
Graduation,81702.0,563,50,774,28,31,187,0.0,1.0,1.0,2.0,1.0,0,42,0,celib
2n Cycle,45889.0,31,0,6,0,1,8,0.0,0.0,0.0,1.0,1.0,0,42,1,celib
Graduation,56628.0,479,5,82,7,17,171,0.0,2.0,1.0,1.0,1.0,0,45,1,celib
Graduation,34026.0,18,6,15,12,8,17,1.0,0.0,0.0,1.0,1.0,0,72,2,couple
Graduation,40049.0,91,65,52,10,44,28,1.0,1.0,0.0,1.0,1.0,0,48,1,couple
Graduation,34176.0,5,7,24,19,14,20,1.0,1.0,0.0,1.0,1.0,0,34,1,celib
Graduation,19419.0,2,14,28,16,3,7,1.0,1.0,0.0,1.0,2.0,0,41,1,couple
2n Cycle,82504.0,362,50,431,134,35,54,0.0,1.0,1.0,2.0,0.0,0,62,0,couple
Graduation,81205.0,724,74,929,97,55,130,0.0,1.0,1.0,2.0,0.0,0,52,0,couple
2n Cycle,61618.0,605,91,399,0,45,205,0.0,1.0,1.0,2.0,1.0,0,31,0,celib
Master,55284.0,547,7,140,0,7,63,1.0,1.0,1.0,2.0,1.0,0,66,1,celib
Graduation,49980.0,104,1,54,13,9,14,0.0,1.0,0.0,1.0,1.0,0,59,1,celib
Graduation,15072.0,8,2,15,0,10,18,1.0,1.0,0.0,1.0,1.0,0,42,2,couple
Graduation,49166.0,224,2,25,7,0,110,0.0,1.0,1.0,1.0,1.0,0,48,1,celib
2n Cycle,82347.0,556,54,845,202,133,63,0.0,1.0,1.0,2.0,1.0,0,65,0,couple
PhD,30843.0,24,0,2,0,0,9,0.0,0.0,0.0,0.0,1.0,0,56,2,couple
PhD,46374.0,408,0,21,0,0,17,1.0,2.0,0.0,2.0,2.0,0,48,1,couple
Graduation,60474.0,265,199,303,234,9,170,2.0,2.0,0.0,3.0,2.0,0,43,1,celib
Master,38576.0,34,0,7,0,0,0,0.0,0.0,0.0,1.0,2.0,0,49,1,couple
Graduation,55357.0,374,64,116,84,25,64,1.0,1.0,0.0,2.0,1.0,0,37,2,couple
Graduation,37758.0,27,2,10,0,0,1,0.0,0.0,0.0,1.0,2.0,0,56,2,couple
